"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Развлечения";"Худ. литература";"";"11 мар. 2021 г. 13:39:39";"11 мар. 2021 г. 14:03:29";"11 мар. 2021 г.";"13:39:39";"11 мар. 2021 г.";"14:03:29";"0:23";"0,4";"";
"Развитие";"Расслабление";"";"11 мар. 2021 г. 14:03:29";"11 мар. 2021 г. 14:08:04";"11 мар. 2021 г.";"14:03:29";"11 мар. 2021 г.";"14:08:04";"0:04";"0,08";"";
"Учёба";"Data science";"";"11 мар. 2021 г. 14:08:04";"11 мар. 2021 г. 14:21:18";"11 мар. 2021 г.";"14:08:04";"11 мар. 2021 г.";"14:21:18";"0:13";"0,22";"Видео";
"Здоровье";"Гигиена";"";"11 мар. 2021 г. 14:21:18";"11 мар. 2021 г. 14:22:28";"11 мар. 2021 г.";"14:21:18";"11 мар. 2021 г.";"14:22:28";"0:01";"0,02";"";
"Уход за семьей";"Готовка";"";"11 мар. 2021 г. 14:22:28";"11 мар. 2021 г. 14:46:32";"11 мар. 2021 г.";"14:22:28";"11 мар. 2021 г.";"14:46:32";"0:24";"0,4";"";
"Учёба";"Data science";"";"11 мар. 2021 г. 14:46:32";"11 мар. 2021 г. 15:03:51";"11 мар. 2021 г.";"14:46:32";"11 мар. 2021 г.";"15:03:51";"0:17";"0,29";"Видео";
"Учёба";"Data science";"";"11 мар. 2021 г. 15:03:54";"11 мар. 2021 г. 15:32:56";"11 мар. 2021 г.";"15:03:54";"11 мар. 2021 г.";"15:32:56";"0:29";"0,48";"Домашнее задание";
"Здоровье";"Еда";"";"11 мар. 2021 г. 15:32:56";"11 мар. 2021 г. 15:41:23";"11 мар. 2021 г.";"15:32:56";"11 мар. 2021 г.";"15:41:23";"0:08";"0,14";"";
"Прочее";"Сборы";"";"11 мар. 2021 г. 15:41:23";"11 мар. 2021 г. 15:42:29";"11 мар. 2021 г.";"15:41:23";"11 мар. 2021 г.";"15:42:29";"0:01";"0,02";"";
"Общение";"Животные";"";"11 мар. 2021 г. 15:42:29";"11 мар. 2021 г. 15:46:20";"11 мар. 2021 г.";"15:42:29";"11 мар. 2021 г.";"15:46:20";"0:03";"0,06";"";
"Учёба";"Data science";"";"11 мар. 2021 г. 15:46:20";"11 мар. 2021 г. 17:02:41";"11 мар. 2021 г.";"15:46:20";"11 мар. 2021 г.";"17:02:41";"1:16";"1,27";"Домашнее задание";
"Развлечения";"Интернет";"";"11 мар. 2021 г. 17:02:41";"11 мар. 2021 г. 17:31:13";"11 мар. 2021 г.";"17:02:41";"11 мар. 2021 г.";"17:31:13";"0:28";"0,48";"";
"Уход за семьей";"Уборка / стирка";"";"11 мар. 2021 г. 17:31:13";"11 мар. 2021 г. 17:32:48";"11 мар. 2021 г.";"17:31:13";"11 мар. 2021 г.";"17:32:48";"0:01";"0,03";"";
"Общение";"Животные";"";"11 мар. 2021 г. 17:32:48";"11 мар. 2021 г. 17:45:52";"11 мар. 2021 г.";"17:32:48";"11 мар. 2021 г.";"17:45:52";"0:13";"0,22";"";
"Здоровье";"Гигиена";"";"11 мар. 2021 г. 17:45:52";"11 мар. 2021 г. 17:48:10";"11 мар. 2021 г.";"17:45:52";"11 мар. 2021 г.";"17:48:10";"0:02";"0,04";"";
"Развлечения";"Худ. литература";"";"11 мар. 2021 г. 17:48:10";"11 мар. 2021 г. 18:48:47";"11 мар. 2021 г.";"17:48:10";"11 мар. 2021 г.";"18:48:47";"1:00";"1,01";"";
"Развлечения";"ТВ";"";"11 мар. 2021 г. 18:48:47";"11 мар. 2021 г. 18:52:06";"11 мар. 2021 г.";"18:48:47";"11 мар. 2021 г.";"18:52:06";"0:03";"0,06";"";
"Развлечения";"Интернет";"";"11 мар. 2021 г. 18:52:06";"11 мар. 2021 г. 19:42:07";"11 мар. 2021 г.";"18:52:06";"11 мар. 2021 г.";"19:42:07";"0:50";"0,83";"";
"Здоровье";"Еда";"";"11 мар. 2021 г. 19:42:07";"11 мар. 2021 г. 19:49:11";"11 мар. 2021 г.";"19:42:07";"11 мар. 2021 г.";"19:49:11";"0:07";"0,12";"";
"Общение";"Семья";"";"11 мар. 2021 г. 19:49:11";"11 мар. 2021 г. 20:00:18";"11 мар. 2021 г.";"19:49:11";"11 мар. 2021 г.";"20:00:18";"0:11";"0,19";"";
"Общение";"Животные";"";"11 мар. 2021 г. 20:00:18";"11 мар. 2021 г. 20:06:29";"11 мар. 2021 г.";"20:00:18";"11 мар. 2021 г.";"20:06:29";"0:06";"0,1";"";
"Здоровье";"Гигиена";"";"11 мар. 2021 г. 20:06:29";"11 мар. 2021 г. 20:10:17";"11 мар. 2021 г.";"20:06:29";"11 мар. 2021 г.";"20:10:17";"0:03";"0,06";"";
"Развлечения";"Интернет";"";"11 мар. 2021 г. 20:10:17";"11 мар. 2021 г. 20:20:52";"11 мар. 2021 г.";"20:10:17";"11 мар. 2021 г.";"20:20:52";"0:10";"0,18";"";
"Уход за семьей";"Организация";"";"11 мар. 2021 г. 20:20:52";"11 мар. 2021 г. 20:53:02";"11 мар. 2021 г.";"20:20:52";"11 мар. 2021 г.";"20:53:02";"0:32";"0,54";"";
"Развлечения";"Фильм";"";"11 мар. 2021 г. 20:53:02";"11 мар. 2021 г. 21:09:47";"11 мар. 2021 г.";"20:53:02";"11 мар. 2021 г.";"21:09:47";"0:16";"0,28";"";
"Развлечения";"Интернет";"";"11 мар. 2021 г. 21:09:47";"11 мар. 2021 г. 21:38:54";"11 мар. 2021 г.";"21:09:47";"11 мар. 2021 г.";"21:38:54";"0:29";"0,49";"";
"Развлечения";"Игры";"";"11 мар. 2021 г. 21:38:54";"11 мар. 2021 г. 22:54:30";"11 мар. 2021 г.";"21:38:54";"11 мар. 2021 г.";"22:54:30";"1:15";"1,26";"";
"Уход за семьей";"Кошка";"";"11 мар. 2021 г. 22:54:30";"11 мар. 2021 г. 22:56:06";"11 мар. 2021 г.";"22:54:30";"11 мар. 2021 г.";"22:56:06";"0:01";"0,03";"";
"Развлечения";"Игры";"";"11 мар. 2021 г. 22:56:06";"11 мар. 2021 г. 23:16:08";"11 мар. 2021 г.";"22:56:06";"11 мар. 2021 г.";"23:16:08";"0:20";"0,33";"";
"Прочее";"Сборы";"";"11 мар. 2021 г. 23:16:08";"11 мар. 2021 г. 23:20:14";"11 мар. 2021 г.";"23:16:08";"11 мар. 2021 г.";"23:20:14";"0:04";"0,07";"";
"Общение";"Животные";"";"11 мар. 2021 г. 23:20:14";"11 мар. 2021 г. 23:24:40";"11 мар. 2021 г.";"23:20:14";"11 мар. 2021 г.";"23:24:40";"0:04";"0,07";"";
"Развлечения";"Интернет";"";"11 мар. 2021 г. 23:24:40";"11 мар. 2021 г. 23:36:02";"11 мар. 2021 г.";"23:24:40";"11 мар. 2021 г.";"23:36:02";"0:11";"0,19";"";
"Сон";"";"";"11 мар. 2021 г. 23:36:02";"12 мар. 2021 г. 07:10:08";"11 мар. 2021 г.";"23:36:02";"12 мар. 2021 г.";"07:10:08";"7:34";"7,57";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 07:10:08";"12 мар. 2021 г. 07:52:05";"12 мар. 2021 г.";"07:10:08";"12 мар. 2021 г.";"07:52:05";"0:41";"0,7";"";
"Общение";"Животные";"";"12 мар. 2021 г. 07:52:05";"12 мар. 2021 г. 07:55:29";"12 мар. 2021 г.";"07:52:05";"12 мар. 2021 г.";"07:55:29";"0:03";"0,06";"";
"Развитие";"Расслабление";"";"12 мар. 2021 г. 07:55:29";"12 мар. 2021 г. 08:00:19";"12 мар. 2021 г.";"07:55:29";"12 мар. 2021 г.";"08:00:19";"0:04";"0,08";"";
"Прочее";"Сборы";"";"12 мар. 2021 г. 08:00:19";"12 мар. 2021 г. 08:05:23";"12 мар. 2021 г.";"08:00:19";"12 мар. 2021 г.";"08:05:23";"0:05";"0,08";"";
"Уход за семьей";"Кошка";"";"12 мар. 2021 г. 08:05:23";"12 мар. 2021 г. 08:07:27";"12 мар. 2021 г.";"08:05:23";"12 мар. 2021 г.";"08:07:27";"0:02";"0,03";"";
"Здоровье";"Гигиена";"";"12 мар. 2021 г. 08:07:27";"12 мар. 2021 г. 08:08:29";"12 мар. 2021 г.";"08:07:27";"12 мар. 2021 г.";"08:08:29";"0:01";"0,02";"";
"Прочее";"Сборы";"";"12 мар. 2021 г. 08:08:29";"12 мар. 2021 г. 08:10:31";"12 мар. 2021 г.";"08:08:29";"12 мар. 2021 г.";"08:10:31";"0:02";"0,03";"";
"Здоровье";"Физическая активность";"";"12 мар. 2021 г. 08:10:31";"12 мар. 2021 г. 08:16:04";"12 мар. 2021 г.";"08:10:31";"12 мар. 2021 г.";"08:16:04";"0:05";"0,09";"Йога";
"Здоровье";"Физическая активность";"";"12 мар. 2021 г. 08:16:04";"12 мар. 2021 г. 08:25:24";"12 мар. 2021 г.";"08:16:04";"12 мар. 2021 г.";"08:25:24";"0:09";"0,16";"Фитнес";
"Прочее";"Сборы";"";"12 мар. 2021 г. 08:25:24";"12 мар. 2021 г. 08:29:28";"12 мар. 2021 г.";"08:25:24";"12 мар. 2021 г.";"08:29:28";"0:04";"0,07";"";
"Развитие";"Медитация";"";"12 мар. 2021 г. 08:29:28";"12 мар. 2021 г. 08:40:54";"12 мар. 2021 г.";"08:29:28";"12 мар. 2021 г.";"08:40:54";"0:11";"0,19";"";
"Уход за семьей";"Готовка";"";"12 мар. 2021 г. 08:40:54";"12 мар. 2021 г. 08:57:21";"12 мар. 2021 г.";"08:40:54";"12 мар. 2021 г.";"08:57:21";"0:16";"0,27";"";
"Здоровье";"Еда";"";"12 мар. 2021 г. 08:57:21";"12 мар. 2021 г. 09:13:05";"12 мар. 2021 г.";"08:57:21";"12 мар. 2021 г.";"09:13:05";"0:15";"0,26";"";
"Уход за семьей";"Уборка / стирка";"";"12 мар. 2021 г. 09:13:05";"12 мар. 2021 г. 09:16:37";"12 мар. 2021 г.";"09:13:05";"12 мар. 2021 г.";"09:16:37";"0:03";"0,06";"";
"Общение";"Животные";"";"12 мар. 2021 г. 09:16:37";"12 мар. 2021 г. 09:26:38";"12 мар. 2021 г.";"09:16:37";"12 мар. 2021 г.";"09:26:38";"0:10";"0,17";"";
"Развитие";"Дневник";"";"12 мар. 2021 г. 09:26:38";"12 мар. 2021 г. 09:30:45";"12 мар. 2021 г.";"09:26:38";"12 мар. 2021 г.";"09:30:45";"0:04";"0,07";"Дневник";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 09:30:45";"12 мар. 2021 г. 09:34:07";"12 мар. 2021 г.";"09:30:45";"12 мар. 2021 г.";"09:34:07";"0:03";"0,06";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 09:34:07";"12 мар. 2021 г. 10:34:24";"12 мар. 2021 г.";"09:34:07";"12 мар. 2021 г.";"10:34:24";"1:00";"1";"Видео";
"Здоровье";"Гигиена";"";"12 мар. 2021 г. 10:34:24";"12 мар. 2021 г. 10:39:26";"12 мар. 2021 г.";"10:34:24";"12 мар. 2021 г.";"10:39:26";"0:05";"0,08";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 10:39:26";"12 мар. 2021 г. 10:50:35";"12 мар. 2021 г.";"10:39:26";"12 мар. 2021 г.";"10:50:35";"0:11";"0,19";"Видео";
"Учёба";"Data science";"";"12 мар. 2021 г. 10:50:38";"12 мар. 2021 г. 11:00:38";"12 мар. 2021 г.";"10:50:38";"12 мар. 2021 г.";"11:00:38";"0:10";"0,17";"Домашнее задание";
"Учёба";"Data science";"";"12 мар. 2021 г. 11:00:41";"12 мар. 2021 г. 11:10:00";"12 мар. 2021 г.";"11:00:41";"12 мар. 2021 г.";"11:10:00";"0:09";"0,16";"Видео";
"Уход за семьей";"Кошка";"";"12 мар. 2021 г. 11:10:00";"12 мар. 2021 г. 11:12:00";"12 мар. 2021 г.";"11:10:00";"12 мар. 2021 г.";"11:12:00";"0:02";"0,03";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 11:12:35";"12 мар. 2021 г. 11:25:15";"12 мар. 2021 г.";"11:12:35";"12 мар. 2021 г.";"11:25:15";"0:12";"0,21";"Видео";
"Учёба";"Data science";"";"12 мар. 2021 г. 11:25:18";"12 мар. 2021 г. 11:41:57";"12 мар. 2021 г.";"11:25:18";"12 мар. 2021 г.";"11:41:57";"0:16";"0,28";"Домашнее задание";
"Развитие";"Расслабление";"";"12 мар. 2021 г. 11:41:57";"12 мар. 2021 г. 11:52:25";"12 мар. 2021 г.";"11:41:57";"12 мар. 2021 г.";"11:52:25";"0:10";"0,17";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 11:52:25";"12 мар. 2021 г. 12:14:41";"12 мар. 2021 г.";"11:52:25";"12 мар. 2021 г.";"12:14:41";"0:22";"0,37";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 12:14:41";"12 мар. 2021 г. 12:59:21";"12 мар. 2021 г.";"12:14:41";"12 мар. 2021 г.";"12:59:21";"0:44";"0,74";"Домашнее задание";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 12:59:21";"12 мар. 2021 г. 13:07:22";"12 мар. 2021 г.";"12:59:21";"12 мар. 2021 г.";"13:07:22";"0:08";"0,13";"";
"Здоровье";"Гигиена";"";"12 мар. 2021 г. 13:07:22";"12 мар. 2021 г. 13:11:17";"12 мар. 2021 г.";"13:07:22";"12 мар. 2021 г.";"13:11:17";"0:03";"0,07";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 13:11:17";"12 мар. 2021 г. 13:39:09";"12 мар. 2021 г.";"13:11:17";"12 мар. 2021 г.";"13:39:09";"0:27";"0,46";"Домашнее задание";
"Уход за семьей";"Готовка";"";"12 мар. 2021 г. 13:39:09";"12 мар. 2021 г. 13:43:33";"12 мар. 2021 г.";"13:39:09";"12 мар. 2021 г.";"13:43:33";"0:04";"0,07";"";
"Здоровье";"Еда";"";"12 мар. 2021 г. 13:43:33";"12 мар. 2021 г. 13:59:20";"12 мар. 2021 г.";"13:43:33";"12 мар. 2021 г.";"13:59:20";"0:15";"0,26";"";
"Уход за семьей";"Уборка / стирка";"";"12 мар. 2021 г. 13:59:20";"12 мар. 2021 г. 14:01:57";"12 мар. 2021 г.";"13:59:20";"12 мар. 2021 г.";"14:01:57";"0:02";"0,04";"";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 14:01:57";"12 мар. 2021 г. 14:03:35";"12 мар. 2021 г.";"14:01:57";"12 мар. 2021 г.";"14:03:35";"0:01";"0,03";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 14:03:35";"12 мар. 2021 г. 14:22:41";"12 мар. 2021 г.";"14:03:35";"12 мар. 2021 г.";"14:22:41";"0:19";"0,32";"Домашнее задание";
"Продуктивность";"Исследование";"";"12 мар. 2021 г. 14:22:41";"12 мар. 2021 г. 14:34:28";"12 мар. 2021 г.";"14:22:41";"12 мар. 2021 г.";"14:34:28";"0:11";"0,2";"";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 14:34:28";"12 мар. 2021 г. 14:50:17";"12 мар. 2021 г.";"14:34:28";"12 мар. 2021 г.";"14:50:17";"0:15";"0,26";"";
"Продуктивность";"Исследование";"";"12 мар. 2021 г. 14:50:17";"12 мар. 2021 г. 15:03:19";"12 мар. 2021 г.";"14:50:17";"12 мар. 2021 г.";"15:03:19";"0:13";"0,22";"";
"Общение";"Животные";"";"12 мар. 2021 г. 15:03:19";"12 мар. 2021 г. 15:04:38";"12 мар. 2021 г.";"15:03:19";"12 мар. 2021 г.";"15:04:38";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 15:04:38";"12 мар. 2021 г. 15:27:32";"12 мар. 2021 г.";"15:04:38";"12 мар. 2021 г.";"15:27:32";"0:22";"0,38";"";
"Уход за семьей";"Готовка";"";"12 мар. 2021 г. 15:27:32";"12 мар. 2021 г. 15:35:34";"12 мар. 2021 г.";"15:27:32";"12 мар. 2021 г.";"15:35:34";"0:08";"0,13";"";
"Здоровье";"Еда";"";"12 мар. 2021 г. 15:35:34";"12 мар. 2021 г. 15:47:36";"12 мар. 2021 г.";"15:35:34";"12 мар. 2021 г.";"15:47:36";"0:12";"0,2";"";
"Общение";"Животные";"";"12 мар. 2021 г. 15:47:36";"12 мар. 2021 г. 15:58:46";"12 мар. 2021 г.";"15:47:36";"12 мар. 2021 г.";"15:58:46";"0:11";"0,19";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 15:58:46";"12 мар. 2021 г. 16:32:31";"12 мар. 2021 г.";"15:58:46";"12 мар. 2021 г.";"16:32:31";"0:33";"0,56";"Домашнее задание";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 16:32:31";"12 мар. 2021 г. 16:43:10";"12 мар. 2021 г.";"16:32:31";"12 мар. 2021 г.";"16:43:10";"0:10";"0,18";"";
"Учёба";"Data science";"";"12 мар. 2021 г. 16:43:10";"12 мар. 2021 г. 17:35:45";"12 мар. 2021 г.";"16:43:10";"12 мар. 2021 г.";"17:35:45";"0:52";"0,88";"Домашнее задание";
"Учёба";"Data science";"";"12 мар. 2021 г. 17:38:20";"12 мар. 2021 г. 17:45:21";"12 мар. 2021 г.";"17:38:20";"12 мар. 2021 г.";"17:45:21";"0:07";"0,12";"Домашнее задание";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 17:45:21";"12 мар. 2021 г. 17:58:32";"12 мар. 2021 г.";"17:45:21";"12 мар. 2021 г.";"17:58:32";"0:13";"0,22";"Садоводство";
"Развитие";"Развивающее чтение/видео";"";"12 мар. 2021 г. 17:58:32";"12 мар. 2021 г. 18:10:14";"12 мар. 2021 г.";"17:58:32";"12 мар. 2021 г.";"18:10:14";"0:11";"0,19";"";
"Уход за семьей";"Организация";"";"12 мар. 2021 г. 18:10:14";"12 мар. 2021 г. 18:15:29";"12 мар. 2021 г.";"18:10:14";"12 мар. 2021 г.";"18:15:29";"0:05";"0,09";"Садоводство";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 18:15:29";"12 мар. 2021 г. 18:30:03";"12 мар. 2021 г.";"18:15:29";"12 мар. 2021 г.";"18:30:03";"0:14";"0,24";"";
"Общение";"Семья";"";"12 мар. 2021 г. 18:30:03";"12 мар. 2021 г. 18:35:13";"12 мар. 2021 г.";"18:30:03";"12 мар. 2021 г.";"18:35:13";"0:05";"0,09";"";
"Здоровье";"Еда";"";"12 мар. 2021 г. 18:35:13";"12 мар. 2021 г. 18:45:15";"12 мар. 2021 г.";"18:35:13";"12 мар. 2021 г.";"18:45:15";"0:10";"0,17";"";
"Прочее";"Сборы";"";"12 мар. 2021 г. 18:45:15";"12 мар. 2021 г. 18:47:19";"12 мар. 2021 г.";"18:45:15";"12 мар. 2021 г.";"18:47:19";"0:02";"0,03";"";
"Здоровье";"Гигиена";"";"12 мар. 2021 г. 18:47:19";"12 мар. 2021 г. 20:00:58";"12 мар. 2021 г.";"18:47:19";"12 мар. 2021 г.";"20:00:58";"1:13";"1,23";"";
"Прочее";"Сборы";"";"12 мар. 2021 г. 20:00:58";"12 мар. 2021 г. 20:03:24";"12 мар. 2021 г.";"20:00:58";"12 мар. 2021 г.";"20:03:24";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 20:03:24";"12 мар. 2021 г. 21:15:27";"12 мар. 2021 г.";"20:03:24";"12 мар. 2021 г.";"21:15:27";"1:12";"1,2";"";
"Развлечения";"Игры";"";"12 мар. 2021 г. 21:15:27";"12 мар. 2021 г. 21:43:52";"12 мар. 2021 г.";"21:15:27";"12 мар. 2021 г.";"21:43:52";"0:28";"0,47";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 21:43:52";"12 мар. 2021 г. 21:46:03";"12 мар. 2021 г.";"21:43:52";"12 мар. 2021 г.";"21:46:03";"0:02";"0,04";"";
"Развлечения";"Игры";"";"12 мар. 2021 г. 21:46:03";"12 мар. 2021 г. 21:59:50";"12 мар. 2021 г.";"21:46:03";"12 мар. 2021 г.";"21:59:50";"0:13";"0,23";"";
"Развлечения";"Интернет";"";"12 мар. 2021 г. 21:59:50";"12 мар. 2021 г. 23:08:54";"12 мар. 2021 г.";"21:59:50";"12 мар. 2021 г.";"23:08:54";"1:09";"1,15";"";
"Здоровье";"Гигиена";"";"12 мар. 2021 г. 23:08:54";"12 мар. 2021 г. 23:15:45";"12 мар. 2021 г.";"23:08:54";"12 мар. 2021 г.";"23:15:45";"0:06";"0,11";"";
"Прочее";"Сборы";"";"12 мар. 2021 г. 23:15:45";"12 мар. 2021 г. 23:17:19";"12 мар. 2021 г.";"23:15:45";"12 мар. 2021 г.";"23:17:19";"0:01";"0,03";"";
"Общение";"Животные";"";"12 мар. 2021 г. 23:17:19";"12 мар. 2021 г. 23:19:32";"12 мар. 2021 г.";"23:17:19";"12 мар. 2021 г.";"23:19:32";"0:02";"0,04";"";
"Развлечения";"Худ. литература";"";"12 мар. 2021 г. 23:19:32";"13 мар. 2021 г. 00:54:38";"12 мар. 2021 г.";"23:19:32";"13 мар. 2021 г.";"00:54:38";"1:35";"1,59";"";
"Продуктивность";"Исследование";"";"13 мар. 2021 г. 00:54:38";"13 мар. 2021 г. 01:08:39";"13 мар. 2021 г.";"00:54:38";"13 мар. 2021 г.";"01:08:39";"0:14";"0,23";"";
"Сон";"";"";"13 мар. 2021 г. 01:08:39";"13 мар. 2021 г. 07:01:10";"13 мар. 2021 г.";"01:08:39";"13 мар. 2021 г.";"07:01:10";"5:52";"5,88";"";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 07:01:10";"13 мар. 2021 г. 07:19:26";"13 мар. 2021 г.";"07:01:10";"13 мар. 2021 г.";"07:19:26";"0:18";"0,3";"";
"Развлечения";"Худ. литература";"";"13 мар. 2021 г. 07:19:26";"13 мар. 2021 г. 07:29:19";"13 мар. 2021 г.";"07:19:26";"13 мар. 2021 г.";"07:29:19";"0:09";"0,16";"";
"Развитие";"Расслабление";"";"13 мар. 2021 г. 07:29:19";"13 мар. 2021 г. 07:34:49";"13 мар. 2021 г.";"07:29:19";"13 мар. 2021 г.";"07:34:49";"0:05";"0,09";"";
"Уход за семьей";"Организация";"";"13 мар. 2021 г. 07:34:49";"13 мар. 2021 г. 07:43:09";"13 мар. 2021 г.";"07:34:49";"13 мар. 2021 г.";"07:43:09";"0:08";"0,14";"";
"Общение";"Животные";"";"13 мар. 2021 г. 07:43:09";"13 мар. 2021 г. 07:45:29";"13 мар. 2021 г.";"07:43:09";"13 мар. 2021 г.";"07:45:29";"0:02";"0,04";"";
"Развитие";"Расслабление";"";"13 мар. 2021 г. 07:45:29";"13 мар. 2021 г. 07:55:55";"13 мар. 2021 г.";"07:45:29";"13 мар. 2021 г.";"07:55:55";"0:10";"0,17";"";
"Прочее";"Сборы";"";"13 мар. 2021 г. 07:55:55";"13 мар. 2021 г. 08:03:55";"13 мар. 2021 г.";"07:55:55";"13 мар. 2021 г.";"08:03:55";"0:08";"0,13";"";
"Здоровье";"Физическая активность";"";"13 мар. 2021 г. 08:03:55";"13 мар. 2021 г. 08:14:10";"13 мар. 2021 г.";"08:03:55";"13 мар. 2021 г.";"08:14:10";"0:10";"0,17";"Йога";
"Прочее";"Сборы";"";"13 мар. 2021 г. 08:14:10";"13 мар. 2021 г. 08:16:53";"13 мар. 2021 г.";"08:14:10";"13 мар. 2021 г.";"08:16:53";"0:02";"0,05";"";
"Развитие";"Медитация";"";"13 мар. 2021 г. 08:16:53";"13 мар. 2021 г. 08:30:04";"13 мар. 2021 г.";"08:16:53";"13 мар. 2021 г.";"08:30:04";"0:13";"0,22";"";
"Уход за семьей";"Готовка";"";"13 мар. 2021 г. 08:30:04";"13 мар. 2021 г. 08:44:20";"13 мар. 2021 г.";"08:30:04";"13 мар. 2021 г.";"08:44:20";"0:14";"0,24";"";
"Здоровье";"Еда";"";"13 мар. 2021 г. 08:44:20";"13 мар. 2021 г. 08:57:28";"13 мар. 2021 г.";"08:44:20";"13 мар. 2021 г.";"08:57:28";"0:13";"0,22";"";
"Общение";"Животные";"";"13 мар. 2021 г. 08:57:28";"13 мар. 2021 г. 09:03:45";"13 мар. 2021 г.";"08:57:28";"13 мар. 2021 г.";"09:03:45";"0:06";"0,1";"";
"Развитие";"Дневник";"";"13 мар. 2021 г. 09:03:45";"13 мар. 2021 г. 09:12:37";"13 мар. 2021 г.";"09:03:45";"13 мар. 2021 г.";"09:12:37";"0:08";"0,15";"Дневник";
"Учёба";"Data science";"";"13 мар. 2021 г. 09:12:37";"13 мар. 2021 г. 10:18:49";"13 мар. 2021 г.";"09:12:37";"13 мар. 2021 г.";"10:18:49";"1:06";"1,1";"Домашнее задание";
"Здоровье";"Гигиена";"";"13 мар. 2021 г. 10:18:49";"13 мар. 2021 г. 10:25:08";"13 мар. 2021 г.";"10:18:49";"13 мар. 2021 г.";"10:25:08";"0:06";"0,11";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 10:25:08";"13 мар. 2021 г. 10:39:47";"13 мар. 2021 г.";"10:25:08";"13 мар. 2021 г.";"10:39:47";"0:14";"0,24";"Домашнее задание";
"Учёба";"Data science";"";"13 мар. 2021 г. 10:39:49";"13 мар. 2021 г. 10:55:18";"13 мар. 2021 г.";"10:39:49";"13 мар. 2021 г.";"10:55:18";"0:15";"0,26";"Видео";
"Развитие";"Расслабление";"";"13 мар. 2021 г. 10:55:18";"13 мар. 2021 г. 10:56:21";"13 мар. 2021 г.";"10:55:18";"13 мар. 2021 г.";"10:56:21";"0:01";"0,02";"";
"Уход за семьей";"Кошка";"";"13 мар. 2021 г. 10:56:21";"13 мар. 2021 г. 11:00:17";"13 мар. 2021 г.";"10:56:21";"13 мар. 2021 г.";"11:00:17";"0:03";"0,07";"";
"Общение";"Семья";"";"13 мар. 2021 г. 11:00:17";"13 мар. 2021 г. 11:02:22";"13 мар. 2021 г.";"11:00:17";"13 мар. 2021 г.";"11:02:22";"0:02";"0,03";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 11:02:22";"13 мар. 2021 г. 11:31:01";"13 мар. 2021 г.";"11:02:22";"13 мар. 2021 г.";"11:31:01";"0:28";"0,48";"Видео";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 11:31:01";"13 мар. 2021 г. 11:38:31";"13 мар. 2021 г.";"11:31:01";"13 мар. 2021 г.";"11:38:31";"0:07";"0,12";"";
"Продуктивность";"Исследование";"";"13 мар. 2021 г. 11:38:31";"13 мар. 2021 г. 11:53:23";"13 мар. 2021 г.";"11:38:31";"13 мар. 2021 г.";"11:53:23";"0:14";"0,25";"";
"Развитие";"Развивающее чтение/видео";"";"13 мар. 2021 г. 11:53:23";"13 мар. 2021 г. 12:18:19";"13 мар. 2021 г.";"11:53:23";"13 мар. 2021 г.";"12:18:19";"0:24";"0,42";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 12:18:19";"13 мар. 2021 г. 12:20:00";"13 мар. 2021 г.";"12:18:19";"13 мар. 2021 г.";"12:20:00";"0:01";"0,03";"Домашнее задание";
"Уход за семьей";"Кошка";"";"13 мар. 2021 г. 12:20:00";"13 мар. 2021 г. 12:22:00";"13 мар. 2021 г.";"12:20:00";"13 мар. 2021 г.";"12:22:00";"0:02";"0,03";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 12:22:55";"13 мар. 2021 г. 12:51:32";"13 мар. 2021 г.";"12:22:55";"13 мар. 2021 г.";"12:51:32";"0:28";"0,48";"Домашнее задание";
"Сон";"";"";"13 мар. 2021 г. 12:51:32";"13 мар. 2021 г. 13:29:03";"13 мар. 2021 г.";"12:51:32";"13 мар. 2021 г.";"13:29:03";"0:37";"0,63";"";
